Word,num_rhymes_full_elp,num_rhymes_1000_coca,num_rhymes_2500_coca,num_rhymes_5000_coca,num_rhymes_10000_coca,Ortho_N,Phono_N,Phono_N_H,OG_N,OLD,OLDF,PLD,PLDF,BG_Mean,I_Mean_RT,I_Zscore,I_SD,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Mean_Accuracy
conning,3,0,0,0,0,6,15,15,4,1.8,6.61,1.65,6.37,6733.17,816.86,0.53,288.91,0.42,761.31,0.2,192.14,0.67
connivance,1,0,0,0,0,0,0,0,0,3.35,5.88,3.5,6.64,3567.56,943.75,0.11,483.11,0.24,1264.57,1.66,400.25,0.64
connive,17,0,0,0,0,0,0,0,0,2.35,6.43,2.35,6.78,3679.67,790.91,0.64,167.29,0.34,921.15,0.83,326.61,0.77
connoisseur,40,0,0,0,0,0,0,0,0,4.7,6.15,3.75,6.76,3286.6,836.68,0.23,321.68,0.67,755.5,0.24,151.66,0.96
connoisseurs,26,0,0,0,0,0,0,0,0,5.1,6.21,3.8,6.32,3339.36,1083.31,0.88,390.86,0.53,901,0.84,322.55,0.95
connotation,657,0,0,0,0,0,1,1,0,2.65,5.95,2.6,6.26,5102.5,936.21,0.41,281.9,0.82,977.62,1.04,332.81,0.88
connotations,264,0,0,0,0,0,0,0,0,3.15,6.47,2.85,5.99,5014.09,893.82,0.52,310.27,0.82,912.38,0.86,265.7,1
connote,31,0,0,0,0,0,3,3,0,2.45,6.59,1.95,7.42,4329,781.23,0.26,291.13,0.42,965.5,0.61,400.45,0.62
connotes,21,0,0,0,0,1,1,1,0,2.8,6.4,2.45,7.11,5530,845.4,0.41,249.8,0.44,864.82,0.76,254.22,0.58
conquer,0,0,0,0,0,0,4,9,0,2.65,6.7,1.85,6.41,4716.83,747.17,-0.18,311.97,0.91,657.39,-0.32,102.95,1
conquered,0,0,0,0,0,0,4,4,0,2.8,6.87,2.2,5.67,5583.13,791.27,-0.24,360.94,0.91,690.81,-0.13,101.17,1
conquering,0,0,0,0,0,0,1,1,0,3,7.25,2.7,6.04,6420.67,757.23,-0.11,282.58,0.94,743.89,0.15,178.39,1
conqueror,0,0,0,0,0,0,3,3,0,3.4,6.63,2.9,5.38,4727,860.86,0.02,375.91,0.85,704.48,-0.22,133.3,0.96
conquerors,0,0,0,0,0,0,0,0,0,3.6,5.98,3.4,5.79,4631.44,833.73,0.13,269.28,0.91,731.37,0.07,112.35,0.96
conquest,0,0,0,0,0,0,0,0,0,2.7,7.21,3.45,7.07,5055.57,658.09,-0.4,243.24,1,643.62,-0.41,118.48,0.96
conquests,0,0,0,0,0,0,0,0,0,2.85,7.35,3.65,7.15,4764.5,634.9,-0.37,135.22,0.88,656.25,-0.27,94.34,1
cons,14,0,0,0,0,21,30,34,8,1.35,7.87,1.65,7.92,5702.67,699.31,-0.27,236.45,0.91,653.7,-0.35,159.01,0.96
conscience,0,0,0,0,0,0,1,1,0,3.05,6.35,2.85,7.15,4153.22,718.38,-0.28,348.58,1,699.65,-0.01,122.7,0.96
consciences,0,0,0,0,0,0,0,0,0,3.5,6.54,3.8,6.36,5011.5,852.59,0.17,361.07,0.94,818.92,0.22,181.77,0.52
conscientious,4,0,0,0,0,0,0,0,0,4.55,7.08,5.45,6.61,4807.25,938.61,0.47,421.14,0.97,910.15,0.71,357.66,0.83
conscious,2,0,0,0,1,0,2,2,0,2.85,6.46,2.25,6.93,3964.13,798.47,-0.13,296.77,0.97,692.37,-0.2,200.52,0.96
consciously,2,0,0,0,0,0,0,0,0,3.55,5.9,3,6.49,3670.6,782.03,-0.13,311.38,1,744,0.23,226.24,0.92
consciousness,0,0,0,0,0,0,0,0,0,4.65,5.68,3.45,5.6,4500.17,811.94,0.17,270.87,0.97,770.67,0.11,317.88,0.96
conscript,0,0,0,0,0,0,0,0,0,3.1,6.55,3.5,6.99,3540.13,892.43,0.28,355.33,0.68,868.84,0.48,278.18,0.76
conscripted,2,0,0,0,0,0,0,0,0,3.5,6.43,3.65,6.32,4495.2,918.54,0.49,395.12,0.81,951.28,0.86,253.53,0.96
conscription,7,0,0,0,0,0,0,0,0,2.9,6.33,3,6.82,4551.82,836.37,0.16,330.29,0.59,897.54,0.57,303.4,1
consecrate,0,0,0,0,0,0,0,0,0,3.4,6.42,3.4,5.82,5314.89,948.93,0.49,356.5,0.88,959.79,0.82,351.65,0.96
consecration,657,0,0,0,0,0,0,0,0,2.95,6.77,2.85,6.48,5548.73,1060.95,0.76,436.68,0.7,887.68,0.62,355.41,0.81
consecutive,1,0,0,0,1,0,0,0,0,3.55,7.02,4.35,7.03,4091,814.06,0.11,242.18,1,755.69,0.32,136.15,0.93
consensus,1,0,0,0,1,0,0,0,0,3.25,6.47,3,6.54,4627.13,836.58,0.04,458.56,0.94,931.18,0.55,281.29,0.85
consent,42,0,0,0,25,2,0,0,0,1.9,8.09,2.25,7.95,5610.17,672.38,-0.27,238.09,0.97,693.93,-0.05,146.77,1
consented,13,0,0,0,0,1,2,2,1,2.25,6.87,2.35,6.9,6286.5,819.72,0.16,360.11,0.97,809.6,0.25,186.48,1
consenting,19,0,0,0,0,1,2,2,1,2.4,6.71,2.5,6.36,7363.44,860.97,0.17,404.29,0.97,848.56,0.44,265.74,0.89
consequence,0,0,0,0,0,0,1,1,0,3.2,6.07,3.3,6.21,3580.9,688.97,-0.34,357.4,0.97,662.25,-0.3,90.64,1
consequences,0,0,0,0,0,0,0,0,0,3.5,6.57,4.35,5.77,4413.18,762.38,-0.14,262.84,1,683.07,-0.12,230.19,1
consequent,0,0,0,0,0,0,1,1,0,3.05,6.49,3.2,6.39,3995.44,791.63,-0.05,249.04,0.94,738.35,-0.1,290.82,0.85
consequential,20,0,0,0,0,0,0,0,0,4.55,6.57,6.35,6.07,4456.17,917.9,0.25,338.02,0.88,747.88,0.11,281.58,0.96
consequently,0,0,0,0,0,0,0,0,0,4,6.36,4.15,5.94,3703.82,808.34,-0.13,281.42,0.97,684.57,-0.09,114.82,0.92
conservation,657,0,29,80,180,0,0,0,0,2.7,7.09,2.7,6.3,5963.36,727.19,-0.17,230.22,0.97,726.61,-0.09,144.17,0.88
conservationist,2,0,0,0,0,0,0,0,0,4.65,6.84,5.3,6.34,5845.93,861.23,0.52,334.11,0.97,994.12,1.19,357.59,0.63
conservatism,0,0,0,0,0,0,0,0,0,4.1,6.61,5.85,5.66,5421.18,927.56,0.34,387.9,0.97,778.53,0.44,196.01,0.6
conservative,1,0,0,0,0,0,0,0,0,3.35,6.22,4.1,6.94,5285.18,861.28,0.08,414.11,1,769.08,0.24,182.38,0.96
conservatives,1,0,0,0,0,0,0,0,0,4,6.1,4.65,6.99,5906.08,891.66,0.56,269.85,0.94,895.35,0.45,190.04,0.93
conservatory,0,0,0,0,0,0,0,0,0,4.1,6.34,5.45,6.02,4807.18,799.55,0.01,305.33,0.94,975.54,0.89,296.72,0.92
conserve,11,0,0,0,7,0,2,2,0,2.65,6.85,2.3,7.4,5441.43,665.35,-0.51,257.58,1,704.28,-0.04,162.21,1
conserving,9,0,0,0,0,0,3,3,0,2.55,6.62,2.55,7.03,6609.89,842.27,0.13,377.7,0.97,787.54,0.12,219.91,1
consider,3,0,0,0,0,0,0,0,0,2.45,6.59,2.55,7.17,5698.29,646.85,-0.62,213.84,1,685.44,-0.11,139.1,1
considerable,0,0,0,0,0,1,0,0,0,3.8,6.04,3.95,6.73,5148.64,681,-0.31,175.95,0.97,741.85,-0.06,144.16,0.96
considerably,0,0,0,0,0,1,1,1,0,4.1,6.34,4.15,6.58,4900.09,753.09,-0.16,264.59,0.97,748.48,0.27,161.33,1
considerate,0,0,0,0,0,0,0,0,0,3.1,6.76,3.25,7.8,6269.1,888.15,0.17,384.28,1,846.54,0.56,260.42,0.97
consideration,657,0,0,80,180,0,0,0,0,3.25,6.53,3.8,6.19,6324.42,714.24,-0.1,199.02,1,731.96,0.11,136.53,1
considerations,264,0,0,0,0,0,0,0,0,3.7,6.58,4.45,6.19,6155.62,860.63,0.06,432.59,0.9,822.79,0.25,209.61,1
considered,1,0,0,0,0,0,1,1,0,3.25,6.7,2.8,6.83,6250.22,690.42,-0.38,299.8,1,774,0.19,224.36,1
considering,1,0,0,0,0,0,0,0,0,3.5,6.88,3.5,7.18,6937.3,733.94,-0.18,243.01,0.97,701.37,-0.08,166.23,1
considers,1,0,0,0,0,0,1,1,0,2.75,7.01,2.8,7.39,5469.38,692.77,-0.32,180.99,1,734.59,-0.04,165.1,1
consign,49,0,0,0,0,1,4,4,1,2.75,6.88,2.25,6.83,3724.33,856.96,0.35,404.21,0.79,850.22,0.55,266.03,0.88
consigned,45,0,0,0,0,1,4,4,0,2.7,7.36,2.3,7.04,4449.38,849.97,0.32,281.08,0.91,839.33,0.41,227.03,0.92
consignment,5,0,0,0,0,0,1,1,0,3.55,6.31,3.4,6.17,3841.2,753.63,0.18,254.47,0.88,818,0.47,261.55,0.96
consist,28,0,5,8,11,0,1,1,0,2.35,6.98,2.1,7.31,5552.83,718.07,-0.38,353.47,0.91,697.76,-0.1,170.56,0.96
consisted,6,0,0,0,0,0,0,0,0,2.45,7.19,2.55,7.17,6243.5,760,-0.12,262.55,0.94,774.96,0.05,190.67,1
consistence,9,0,0,0,0,1,1,1,0,3.05,6.61,2.75,7.99,5426.4,842.57,0.23,181.14,0.88,822.42,0.48,208.69,0.96
consistency,1,0,0,0,0,1,0,0,0,3.2,6.96,3.4,7.58,5185.5,754.42,-0.12,248.53,0.91,753.56,0.12,142.98,0.96
consistent,8,0,0,2,5,0,1,1,0,2.6,7.13,2.85,7.94,6046,688.56,-0.18,189.42,0.97,733.27,0.09,161.58,1
consistently,2,0,0,0,0,0,0,0,0,3.85,6.71,4.1,7.51,5381.55,761.41,-0.03,267.24,1,743.27,0.1,143.36,0.96
consisting,9,0,0,0,0,0,0,0,0,2.7,6.97,2.6,7.07,7325.22,828.03,-0.06,389.42,1,786.5,0.33,124.62,1
consists,12,0,0,0,0,0,1,1,0,2.7,7.3,2.55,7.07,5149.14,653.91,-0.49,199.79,0.94,766.85,0.25,208.46,1
consolation,657,0,0,0,0,0,1,1,0,2.7,6.11,2.9,6.39,5565.8,855.42,0.27,310.95,1,831.67,0.24,243.8,0.96
console,0,0,0,0,0,1,1,1,0,2.35,6.25,2,6.67,4674.5,724.79,-0.1,250.31,0.97,678.4,-0.07,144.91,0.93
consoled,42,0,0,0,0,1,2,2,1,2.45,6.46,2.2,7.18,5161.57,749.48,-0.11,236.3,0.92,811.79,0.43,200.99,0.96
consoles,30,0,0,0,0,1,2,2,1,2.7,6.4,2.25,6.84,5826.14,751.9,-0.07,225.73,0.97,777.46,0.22,155.93,0.96
consolidate,0,0,0,0,0,0,0,0,0,3.65,6,4,6.86,4674.9,869.18,0.08,315.12,0.97,796.26,0.24,146.55,1
consolidated,0,0,0,0,0,1,0,0,0,3.85,6.3,4.5,5.9,4984.82,812.03,0.19,418.69,1,801.12,0.41,192.55,0.96
consolidating,0,0,0,0,0,0,0,0,0,4.1,6.29,4.65,6.01,5901,918.76,0.29,402.28,0.97,800.12,0.43,180.47,0.96
consolidation,657,0,0,0,0,0,0,0,0,3.55,6.2,4.5,6.81,4995.92,886.45,0.12,306.54,0.97,803.64,0.35,219.71,0.92
consoling,17,0,0,0,0,0,1,1,0,2.75,6.44,2.5,6.77,6318,797.54,-0.01,221.4,0.71,743.08,0.08,192.58,1
consonant,0,0,0,0,0,0,1,1,0,2.75,6.54,2.65,7.03,5302.75,838.63,0.29,310.29,0.79,889.95,0.64,268.84,0.92
consonantal,1,0,0,0,0,0,0,0,0,4.25,6.45,4.8,6.03,5193.8,976.8,1.12,430.52,0.17,844.5,0.28,144.96,0.2
consonants,0,0,0,0,0,0,0,0,0,3.3,6.96,3.05,6.85,5016.56,820.63,0.43,273.12,0.87,856.96,0.46,216.67,0.93
consort,29,0,0,0,0,1,0,0,0,2.05,7.21,2.85,7.38,4298.17,722.15,-0.16,232.54,0.76,780.11,0.21,197.55,1
consorting,18,0,0,0,0,1,1,1,1,2.55,6.67,2.8,6.47,6488.78,792.69,0.18,261.23,0.88,809.12,0.36,198.44,1
consortium,0,0,0,0,0,0,0,0,0,3.75,5.85,4.05,6.17,4075.67,839.61,0.13,274.19,0.56,842.12,0.45,206.28,0.68
conspicuous,0,0,0,0,0,1,0,0,0,3.7,6.4,4.2,7,3307.9,882.59,0.35,414.94,1,885.86,0.62,259.71,0.88
conspicuously,0,0,0,0,0,0,0,0,0,4.5,5.63,4.75,6.54,3172.67,847.47,0.23,308.09,0.94,903.29,0.94,202.49,0.86
conspiracies,0,0,0,0,0,0,0,0,0,4.45,6.26,4.5,7.38,4516.55,1094.85,0.85,435.43,0.87,856.35,0.52,197.67,1
conspiracy,0,0,0,0,0,0,0,0,0,3.85,6.75,3.9,7.13,3473.89,684.35,-0.19,191.52,1,904.26,0.76,147.76,1
conspirator,0,0,0,0,0,0,0,0,0,3.7,5.95,4,7.16,4436.2,851,0.22,280.06,0.97,858.88,0.91,219.12,0.96
conspiratorial,15,0,0,0,0,0,0,0,0,5.7,6.32,6.8,5.97,4519.38,1089.36,0.79,486.26,0.83,1071.5,1.75,299.66,0.57
conspirators,0,0,0,0,0,0,0,0,0,3.9,6.21,4.3,7.47,4384.45,800.8,0.16,318.32,0.97,773.67,0.5,150.58,0.89
conspire,34,0,0,0,0,0,0,0,0,2.75,6.41,2.55,5.57,4339.14,693.07,-0.35,201.1,0.91,790.08,0.33,231.52,1
conspired,13,0,0,0,0,1,1,1,1,2.75,6.89,2.65,6.08,4807.25,730.56,-0.25,244.99,1,712.81,-0.13,213.05,0.96
constable,0,0,0,0,0,0,0,0,0,2.85,6.59,3.05,6.86,4868.63,764.31,-0.06,299,0.97,784.22,0.32,203.71,0.88
constables,0,0,0,0,0,0,0,9,0,3.5,6.77,3.65,6.48,5742.78,809.68,0.17,318.49,0.88,724.57,0.06,220.6,0.97
constancy,1,0,0,0,0,1,0,0,0,3.2,6.91,3.25,6.37,4790.13,831.2,0.05,293.24,0.91,762.65,0.03,277.71,0.85
constant,0,0,0,0,0,0,1,1,0,2.35,7.37,2.45,6.76,5840,651.59,-0.41,238.28,0.94,662.73,-0.3,138.21,0.96
constantly,0,0,0,0,0,0,0,0,0,3.4,6.31,3.35,6.22,5073.67,732.48,-0.22,230.42,0.97,736.08,-0.04,202.41,1
constants,0,0,0,0,0,0,0,0,0,2.55,7.59,2.65,7.06,5450.88,823.61,0.01,349.35,0.97,707.54,0.06,194.67,0.96
constellation,657,0,0,0,180,0,1,1,0,3.3,6.68,2.65,6.14,6245.83,869.97,0.33,309.39,0.94,786.57,0.06,177.17,1
constellations,264,0,0,0,0,0,0,0,0,3.7,6.4,3.25,6.42,6083.08,898.93,0.72,245.31,0.84,859.61,0.32,272.96,1
consternation,657,0,0,0,0,0,0,0,0,3.3,6.47,3.3,6.58,6669.17,926.29,0.88,357.74,0.72,914.61,0.9,256.17,0.78
constipate,0,0,0,0,0,0,1,1,0,3.35,6.26,3.2,6.6,5988,880.04,0.32,295.16,0.9,739.64,0.07,177.51,0.96
constipation,657,0,0,0,0,0,1,1,0,3.05,6.54,2.95,6.23,6099.45,734.16,0.02,179.71,0.97,815.24,0.33,286.25,1
constituencies,0,0,0,0,0,0,0,0,0,4.5,6.53,5.1,6.9,5284.46,1015.32,1.22,284.83,0.7,1018.43,1.33,285.51,0.64
constituency,0,0,0,0,0,0,0,0,0,3.85,7.3,4.5,6.99,4571,903.46,0.57,296.85,0.76,952.8,1.13,335.47,0.71
constituent,0,0,0,0,0,0,0,0,0,3.35,7.53,4.25,7.06,5284,936.61,0.48,353.32,0.94,924.89,0.86,232.96,0.72
constituents,0,0,0,0,0,0,0,0,0,3.5,7.53,4.4,6.57,5051.55,954.7,0.59,458.48,0.84,837.42,0.6,192.42,0.83
constitute,1,0,0,0,0,0,0,0,0,2.8,6.96,3.5,7.47,5535.89,775.23,-0.05,354.29,1,771.46,0.12,255.63,1
constituted,0,0,0,0,0,1,0,0,0,2.9,7.01,4.6,6.83,5790.7,819.77,0.07,289.46,0.97,790.86,0.13,257,0.85
constitutes,0,0,0,0,0,1,0,0,0,2.95,7.03,3.6,7.82,6255.9,823.38,0.19,305.07,0.97,768.92,0.15,252.82,0.93
constituting,0,0,0,0,0,0,1,1,0,3.1,7.1,4.65,6.57,6716.91,908.9,0.27,421.61,0.94,867.56,0.41,284.17,0.69
constitution,27,0,0,8,10,0,0,0,0,2.75,6.65,3.35,6.87,5729.55,728.63,-0.21,283.66,0.97,750.2,-0.01,189.13,0.96
constitutional,2,0,0,0,1,0,0,0,0,3.7,6.59,4.2,6.45,5517.23,760.2,-0.07,229.58,0.97,787.68,0.17,189.72,1
constitutions,13,0,0,0,0,0,0,0,0,3.15,6.9,3.65,6.86,5596.25,932.33,0.27,412.66,1,869.88,0.51,312.22,0.93
constrain,100,0,0,0,0,0,0,0,0,2.75,6.95,2.6,7.11,6287.88,746.74,-0.08,289.08,0.94,844.76,0.79,183.21,1
constrained,45,0,0,0,0,0,2,2,0,3,6.67,2.65,7.03,6355.2,777.31,-0.02,256.55,1,797.88,0.46,177.44,0.92
constraining,35,0,0,0,0,0,0,0,0,3.35,6.46,3.05,6.76,6983.64,834.28,0.3,279.51,0.94,929.24,0.79,269.11,1
constraint,11,0,0,0,5,1,2,2,1,2.8,6.68,2.8,7.16,6183.78,839.93,0.15,231.81,0.91,884.3,0.7,197.08,0.96
constrict,18,0,0,0,0,1,1,1,1,2.65,7,2.7,6.81,5042.63,733.16,-0.18,227.74,0.94,761.07,0.13,173.54,1
constricted,4,0,0,0,0,1,1,1,1,2.7,6.67,2.5,6.8,5697.2,794.68,-0.03,291.37,0.97,822.92,0.61,190.15,0.96
constricting,11,0,0,0,0,1,2,2,1,2.75,6.11,2.65,6.43,6631.91,833.38,0.17,286.74,1,868.15,0.53,199.83,1
constriction,18,0,0,0,0,1,1,1,1,2.5,6.73,2.75,6.41,5644.55,839.63,0.28,273.14,0.88,892.42,0.59,227.47,1
constrictions,11,0,0,0,0,1,1,1,1,2.75,6.86,3.1,6.63,5518.33,1069.36,0.69,487.1,0.9,924.11,0.74,252.33,0.96
constrictor,3,0,0,0,0,1,2,2,1,2.9,6.54,2.75,6.97,4835.3,923.67,0.51,273.28,0.73,832.35,0.74,227.18,1
constrictors,3,0,0,0,0,1,1,1,1,3.15,6.61,3.25,6.65,4747.27,948.43,0.57,394.52,0.85,877,0.54,235.21,1
construct,18,0,0,0,3,1,1,1,1,2.5,7.08,2.55,7.05,4007.13,693.88,-0.37,230.14,1,779.52,0.24,144.98,0.96
constructed,2,0,0,0,0,1,1,1,1,2.55,6.85,2.45,6.81,4868.8,792.55,-0.17,331.66,0.97,795.83,0.1,157.09,1
constructing,7,0,0,0,0,1,2,2,1,2.6,6.75,2.6,6.82,5878.82,726.06,-0.08,223.86,0.97,745.78,0.11,224.95,0.93
construction,14,0,2,5,8,1,1,1,1,2.35,6.8,2.55,7.11,4891.45,644.12,-0.45,132.86,0.97,761.96,0,183.5,1
constructions,9,0,0,0,0,1,1,1,1,2.75,6.65,3.15,6.88,4828,750.74,-0.18,207.86,1,793.67,0.34,174.57,1
constructive,9,0,0,0,0,1,2,2,1,3.05,6.22,2.85,6.77,4213.27,862.3,0.11,381.98,1,778.26,0.3,152.88,1
constructively,2,0,0,0,0,0,0,0,0,4.5,6.64,4.4,6.46,4147,897.16,0.3,394.83,0.97,776.48,0.22,162.34,1
constructor,3,0,0,0,0,1,2,2,1,2.8,6.65,2.55,7.12,4006.9,794.34,-0.04,341.16,0.94,762.04,0.14,157.63,1
construe,127,0,0,0,0,0,0,0,0,2.8,6.81,2.8,6.85,4311,839.95,0.13,245.67,0.59,925.21,0.63,393.8,1
construed,57,0,0,0,0,1,1,1,1,2.75,6.35,2.75,6.58,4782.63,969,0.59,392.63,0.71,866.6,0.76,220.21,0.87
consul,1,0,0,0,0,0,3,3,0,2.5,7.06,1.95,6.9,4175.6,724.92,-0.07,254.64,0.42,733.08,0.02,188.21,0.92
consular,0,0,0,0,0,0,4,4,0,2.75,7.24,2.7,7.28,4450.14,852.2,0.48,244.5,0.63,840.18,0.38,360.38,0.71
consulate,0,0,0,0,0,0,0,0,0,2.6,5.62,2.85,7.68,5238.25,834.31,0.03,331.9,0.88,857.61,0.43,311.61,0.72
consulship,0,0,0,0,0,0,0,0,0,4.2,6.79,4.55,6.08,3124.33,1293.5,1.29,469.74,0.24,911.93,0.76,260.77,0.67
consult,6,0,0,2,4,1,0,0,0,2.35,7.81,2.25,7.39,3599.33,617.69,-0.55,151.59,0.91,725.41,0.07,263.58,1
consultant,2,0,0,0,0,0,0,0,0,3.15,6.57,3.45,7.1,4207.44,718.26,-0.26,286.3,0.94,805.96,0.19,186.75,1
consultants,0,0,0,0,0,0,0,0,0,3.45,7.06,4.1,7.15,4059.4,682.63,-0.28,203.41,0.97,742.52,0.11,164.24,0.96
consultation,657,0,0,0,180,0,0,0,0,2.8,6.75,3.1,6.84,5017.64,803.13,0.1,292.53,0.97,783.96,0.33,227.31,0.85
consultations,264,0,0,0,0,0,0,0,0,3.5,6.35,3.4,6.6,4943.67,866.75,0.13,263.96,0.91,935.4,0.54,359.32,0.93
consultative,0,0,0,0,0,0,0,0,0,3.65,6.94,4.2,7.28,4339.45,871.41,0.57,272.07,0.79,886.56,0.73,212.09,0.78
consulted,0,0,0,0,0,0,0,0,0,2.5,6.89,2.75,7.53,4778.38,704.06,-0.31,216.4,1,775.52,0.17,153.53,1
consulting,3,0,0,0,0,0,0,0,0,2.6,7.06,2.65,6.76,6022.89,758.44,-0.18,328.41,1,695.73,-0.13,148.53,1
consume,29,0,3,7,16,0,0,0,0,2.25,6.85,2.15,7.26,3905.33,667.52,-0.43,226.01,0.94,715.6,-0.13,141.6,1
consumed,13,0,0,0,0,2,2,2,2,2.35,6.52,2.35,7.33,4502.29,693.77,-0.3,263.89,0.97,687.9,-0.14,128.42,0.95
consumer,6,0,0,3,4,3,2,2,2,2.4,6.59,2.65,7.03,5225.86,717.26,-0.35,288.38,0.97,693.79,-0.28,147.26,0.96
consumers,5,0,0,0,0,0,0,8,0,2.65,6.96,3.2,7.47,5056,716.09,-0.33,287.63,0.97,717.42,-0.05,192.73,1
consumes,20,0,0,0,0,2,2,2,2,2.3,6.85,2.3,7.2,5166.86,696.97,-0.23,303.5,0.91,696.27,0.02,190.89,1
consuming,13,0,0,0,0,0,0,0,0,2.85,6.95,2.5,7.05,5769.25,804.88,-0.01,346.63,0.97,726.93,-0.01,208.61,1
consummate,0,0,0,0,0,0,1,1,0,3.3,5.84,2.8,5.88,4565.11,906.93,0.33,463.13,0.82,842.5,0.4,270.14,0.95
consummated,0,0,0,0,0,1,0,0,0,3.5,5.87,3.65,6.53,4917,978.67,0.49,365.65,0.79,838.95,0.68,250.7,0.87
consummation,657,0,0,0,0,0,0,0,0,3.1,6.29,2.45,6.41,4935.27,960.65,0.6,405.44,0.81,845.79,0.43,268.23,0.86
consumption,4,0,0,1,1,0,0,0,0,3.1,6.42,3.35,6.85,4399,665.31,-0.28,195.29,0.97,789.68,0.19,235.95,1
contact,0,0,0,0,0,0,0,0,0,2.05,7.77,2.35,8.41,4436.33,650.76,-0.46,202.69,1,680.16,-0.35,162.23,1
contacted,0,0,0,0,0,0,0,0,0,2.35,7.36,3.15,8.13,5406.13,704.81,-0.4,249.14,0.97,774.04,0.07,286.41,0.86
contacting,0,0,0,0,0,0,0,0,0,2.6,7.25,3.15,7.66,6580.89,744.5,-0.06,202.75,1,747,-0.06,165.33,0.96
contacts,0,0,0,0,0,0,0,0,0,2.2,8.12,2.4,8.54,4192.14,619.3,-0.62,257.01,1,608.07,-0.44,114.88,0.96
contagion,0,0,0,0,0,0,1,1,0,2.85,6.91,3.5,7.16,4664.75,872.89,0.37,439.74,0.56,954.5,0.81,312.02,0.56
contagious,4,0,0,0,0,1,1,1,0,3.5,6.67,3.65,6.77,3969.67,716.52,0,196.06,0.97,776.79,0.21,159.65,1
contain,100,9,18,30,52,0,0,0,0,2.3,7.18,2.05,7.76,6382.83,634.88,-0.49,231.92,1,704.96,-0.12,201.34,0.96
contained,45,0,0,0,0,1,3,3,1,2.35,7.29,2.1,7.73,6443.25,724.56,-0.3,256.88,1,687.07,-0.03,148.83,1
container,12,0,0,1,2,1,2,2,1,2.7,7.39,2.55,7.54,7076.38,655.79,-0.53,170.25,0.97,703.17,-0.07,142.65,1
containers,5,0,0,0,0,0,0,0,0,3.2,6.8,3.05,7.66,6719.78,745.03,-0.16,353.15,0.94,766.61,0.01,161.65,1
containing,35,0,0,0,0,0,0,0,0,2.7,7.01,2.3,7.28,7201.56,726.68,-0.28,236.37,1,677.93,-0.11,155.56,1
containment,3,0,0,0,0,0,0,0,0,3.2,7.13,3.05,6.26,5436.3,902.07,0.21,431.21,0.94,733.07,0.05,149.64,1
contains,54,0,0,0,0,0,2,2,0,2.5,7.64,2.3,7.53,6061,687.53,-0.35,180.23,0.94,720.08,-0.16,325.29,1
contaminate,1,0,0,0,0,0,0,0,0,3.45,5.92,3.9,5.15,6089.1,919.05,0.35,484.21,0.71,863.88,0.63,234.54,1
contaminated,1,0,0,0,0,1,0,0,0,3.5,6.08,4.35,5.96,6270.45,888.81,0.46,280.47,0.97,849.37,0.43,218.82,0.96
contaminating,1,0,0,0,0,0,0,0,0,3.75,6.03,4.45,5.55,7079.5,1109.32,0.76,454.8,0.94,885.81,0.73,270.69,1
contamination,657,0,0,0,180,0,0,0,0,3.35,6.08,4.35,6.33,6174.42,940.42,0.57,376.74,0.97,842.92,0.48,220.35,0.89
contemplate,0,0,0,0,0,0,0,0,0,3.3,5.86,3.75,6.5,5279.8,853.44,0.1,369.64,1,833.65,0.29,309.35,0.88
contemplated,0,0,0,0,0,1,0,0,0,3.55,6.31,4.5,6.84,5534.73,780.9,-0.1,316.44,0.97,757.54,0.04,225.89,1
contemplates,0,0,0,0,0,1,0,0,0,3.75,6,4.25,6.86,5957.64,925.23,0.43,359.16,0.94,827.39,0.21,275.45,0.85
contemplating,0,0,0,0,0,0,0,0,0,4.05,6.7,4.65,6,6405.08,756.48,0.02,207.74,0.94,717.9,0.17,151.07,0.88
contemplation,657,0,0,0,0,0,0,0,0,3.5,7,3.75,6.24,5500,778.88,0.01,182.62,1,809.04,0.43,274.67,0.93
contemplative,0,0,0,0,0,0,0,0,0,4.15,6.29,5.1,6.85,4878.33,928.71,0.6,216.86,0.94,816.86,0.44,272.28,0.88
contemporaries,0,0,0,0,0,0,0,0,0,5.35,6.06,6.25,5.35,5596.54,1103.69,0.79,412.24,0.91,812.96,0.33,204.82,0.92
contemporary,1,0,0,1,1,1,0,0,0,4.6,6.37,5.35,5.3,4612.64,739.47,-0.16,241.18,1,734.61,0.1,152.77,0.97
contempt,4,0,0,0,3,0,0,0,0,2.8,8.14,2.95,7.83,4426.57,700.88,-0.4,285.08,0.97,732.72,-0.15,146.31,0.96
contemptible,0,0,0,0,0,1,0,0,0,4.45,6.13,4.6,6.27,4529.73,933.64,0.43,467.67,0.81,889.36,0.89,272.79,0.85
contemptuous,0,0,0,0,0,0,0,0,0,4.5,6.6,4.65,6.54,3574.82,878.23,0.57,342.84,0.91,847.2,0.62,241.57,0.93
contend,38,0,0,18,23,1,2,2,0,2.05,7.08,2.15,7.87,6215.17,752.68,-0.14,211.94,0.97,660.27,-0.25,98.49,1
contended,16,0,0,0,0,2,1,10,0,2.25,7.17,2.3,6.96,6281.5,712.82,-0.17,195.45,1,704.27,-0.06,195.45,0.96
contender,17,0,0,0,11,1,0,0,0,2.7,7,2.5,7.06,6914.63,711.87,-0.27,182.79,0.97,711.36,-0.21,189.23,1
