Word,num_rhymes_full_elp,num_rhymes_1000_coca,num_rhymes_2500_coca,num_rhymes_5000_coca,num_rhymes_10000_coca,Ortho_N,Phono_N,Phono_N_H,OG_N,OLD,OLDF,PLD,PLDF,BG_Mean,I_Mean_RT,I_Zscore,I_SD,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Mean_Accuracy
measles,2,0,0,0,0,0,3,3,0,2.4,7.22,1.95,7.29,5005.67,754.84,-0.16,242.54,1,659.68,-0.05,109.95,1
measly,0,0,0,0,0,1,2,2,1,1.95,7.85,1.9,7.41,2912.8,836.03,0.18,282.41,0.83,678.92,-0.14,130.77,0.96
measurable,1,0,0,0,0,2,0,0,0,3.2,5.75,2.55,6.53,3406.44,689.12,-0.27,210.91,1,722.68,0.03,180.33,1
measurably,0,0,0,0,0,1,0,0,0,3.55,6.73,2.7,6.31,3102.67,706.94,-0.29,199.86,1,726.33,-0.07,171.94,0.96
measure,5,0,1,2,3,1,0,0,0,2.3,7.55,1.85,9.34,3698.5,605.97,-0.53,112.73,0.97,618.14,-0.43,109.26,1
measured,1,0,0,0,0,1,1,1,1,2.5,6.83,1.9,7.53,4325,674.67,-0.36,253.32,1,650.32,-0.34,98.71,1
measurement,0,0,0,0,0,0,0,0,0,3.8,6.58,2.85,6.81,4004.2,777.29,-0.12,307.23,1,616.11,-0.47,87.58,1
measurements,0,0,0,0,0,0,0,0,0,4.35,6.21,3.2,7.06,3888.09,788.75,-0.12,284.58,1,695.19,-0.24,153.16,1
measures,2,0,0,0,0,1,1,1,1,2.5,7.27,1.85,7.99,4989.57,681.47,-0.43,251.89,1,597.89,-0.58,118.49,1
measuring,0,0,0,0,0,0,0,0,0,2.8,6.84,2.15,7.58,5424.5,736.3,-0.24,174.58,1,695.75,-0.17,207.97,1
meat,53,0,14,21,30,13,33,36,11,1.05,8.83,1,9.28,4909.67,579.35,-0.75,154.23,1,583.62,-0.7,193.21,1
meatball,0,0,0,0,0,0,0,0,0,3.5,6.61,3.2,5.64,3769.29,638.28,-0.62,196.2,0.97,663.48,-0.23,123.36,1
meats,33,0,0,0,0,14,19,23,6,1.35,7.83,1.4,8.25,4364,601.28,-0.54,205.32,0.97,606.71,-0.55,187.54,1
meaty,8,0,0,0,0,3,17,17,2,1.85,7.98,1.5,6.82,3951.5,682.42,-0.2,175.18,0.91,662,-0.42,167.5,1
mechanic,14,0,0,2,5,0,0,0,0,2.95,6.8,2.6,7.27,3788.43,690.43,-0.37,256.48,0.94,732.35,0.1,177.76,1
mechanical,3,0,0,0,1,0,2,2,0,3.35,7.21,3.2,7.1,4031,673.7,-0.44,236.58,0.97,696.92,-0.07,174.86,1
mechanically,1,0,0,0,0,0,0,0,0,3.8,6.42,3.4,6.74,4004.36,789.97,0.04,290.62,1,792.42,0.29,175.92,0.96
mechanics,1,0,0,0,0,0,1,9,0,3.35,6.99,3.3,7.01,3348.13,699.5,-0.33,214.11,1,689.5,-0.2,153,1
mechanism,0,0,0,0,0,1,0,0,0,3.15,6.09,3.05,5.65,3578.13,695.45,-0.24,214.62,0.94,739.3,-0.09,166.68,0.85
mechanisms,0,0,0,0,0,0,0,0,0,3.5,6.11,3.6,5.27,3250.44,744.62,-0.12,277.07,0.91,719.81,-0.11,235.2,0.96
mechanistic,57,0,0,0,0,0,0,0,0,4,6.06,4.3,5.33,4885.8,981.2,0.69,433.77,0.83,980.29,0.83,354.12,0.74
mechanization,657,0,0,0,0,0,0,0,0,4.05,5.67,3.8,5.99,4495.5,1038.33,0.61,402.22,0.87,1050.05,1.1,371.11,0.84
mechanize,0,0,0,0,0,0,0,0,0,3.2,6.23,2.8,5.41,3092,672.07,-0.37,193.33,0.88,713.14,0.06,150.43,0.85
mechanized,0,0,0,0,0,1,0,0,0,3.5,6.6,2.9,6.33,3646.67,788.91,-0.01,320.11,0.94,801.56,0.3,274.11,0.75
medal,3,0,0,1,1,3,14,26,2,1.7,7.66,1.2,8.1,4627.5,760.94,-0.36,448.11,0.91,616.77,-0.45,97.56,0.96
medallion,4,0,0,0,0,0,0,0,0,3.45,6.41,3.4,7.38,5081.13,813.96,-0.02,315.07,0.81,731.67,-0.02,217.54,1
medallions,4,0,0,0,0,0,0,0,0,3.65,6.53,3.5,6.94,4975.44,900.24,0.45,277.9,0.76,792.81,0.38,229.52,0.9
medals,2,0,0,0,0,3,15,25,2,1.8,7.46,1.55,7.82,3935.6,751.33,-0.39,458.84,1,596.76,-0.58,115.62,1
meddle,3,0,0,0,0,3,14,26,3,1.85,6.2,1.2,8.1,3860.8,727.92,0.01,184.52,0.81,688.22,-0.29,154.59,1
meddlesome,0,0,0,0,0,0,1,7,0,4.6,5.77,3.45,7.4,4362.78,883.53,0.36,327.67,0.5,863.05,0.53,279.84,0.85
meddling,1,0,0,0,0,3,9,15,3,2.3,6.7,1.8,6.09,5971.57,856.86,0.2,293.49,0.88,696.38,-0.24,126.65,0.89
media,1,0,0,0,2,2,2,2,0,1.95,7.68,1.75,6.71,4393,626.55,-0.55,207.51,0.97,627.96,-0.42,119.89,1
medial,1,0,0,0,0,2,3,3,2,1.75,7.5,1.95,7.07,4691.8,719.68,-0.27,254.8,0.94,723.04,0.1,169.09,0.96
median,1,0,0,0,1,1,2,2,1,2,7.46,2,7.25,4972.6,675.44,-0.26,278.07,0.94,658.27,-0.19,130.59,1
mediate,0,0,0,0,0,0,0,0,0,2.25,6.64,2.55,6.92,5723.17,710.82,-0.38,288,1,670,-0.19,146.53,0.82
mediating,0,0,0,0,0,0,0,0,0,2.7,7.08,3.5,5.96,7300.25,826.13,0.15,356.3,0.97,766.29,0.23,155.46,0.74
mediation,657,0,0,0,0,0,0,0,0,2.4,6.92,3.2,6.83,5942.63,745.65,-0.12,194.89,0.97,766.3,0.1,177.8,0.77
mediator,0,0,0,0,0,0,0,0,0,2.8,7.23,3.5,6.13,4829.14,699.33,-0.25,145.09,0.97,836.04,0.52,206.21,1
medic,0,0,0,0,0,1,1,1,0,1.95,7.73,1.95,7.8,4905.75,746,-0.2,215.46,0.74,698.11,-0.22,207.47,0.96
medical,0,0,0,0,0,0,1,1,0,1.95,6.96,2.75,6.82,4897.17,613.58,-0.55,197.71,0.94,608.96,-0.47,154.11,1
medically,0,0,0,0,0,0,0,0,0,2.7,6.62,2.6,7.07,4644,806.79,-0.01,257.69,1,702.75,-0.21,180.86,0.96
medicate,0,0,0,0,0,4,2,2,2,2.1,6.47,2.4,6.19,5751.86,702.73,-0.24,187.83,0.97,707.86,-0.11,213.4,1
medication,657,0,29,80,180,2,2,2,2,2.55,6.66,2.45,6.47,5940.56,655.39,-0.34,168.53,0.97,693.24,-0.25,164.4,1
medicinal,0,0,0,0,0,0,0,0,0,3.45,7.28,3.95,7.54,5604,861.65,0.13,351.57,0.74,819.45,0.58,234.87,0.77
medicine,0,0,0,0,0,1,0,0,0,2.75,6.79,2.15,7.54,5899.71,655.91,-0.44,225.52,0.97,597,-0.52,101.79,1
medicines,0,0,0,0,0,0,0,0,0,3.45,6.94,2.55,7.2,6754.25,787.63,0.07,297.68,1,710.57,-0.11,187.76,1
medics,0,0,0,0,0,2,1,1,1,2.4,7.44,2.5,7.64,3977.8,791.44,-0.02,332.14,0.84,679.22,-0.23,215.46,1
medieval,5,0,0,0,1,0,0,0,0,3.3,7.33,4.75,7.04,3875.57,752.97,0.06,318.14,0.91,690,-0.12,157.74,0.96
mediocre,8,0,0,0,0,0,0,0,0,3.4,6.98,4.2,6.94,4370,853.35,0.14,360.34,0.74,665.09,-0.17,243.62,0.85
mediocrity,0,0,0,0,0,0,0,0,0,4.1,6.56,5.3,6.35,3736.67,905.16,0.37,348.48,0.74,796.28,0.21,208.01,0.72
meditate,1,0,0,0,0,1,1,1,1,2.45,6.34,2.6,6.02,5672.57,752.06,-0.13,409.84,1,737.88,0.13,200.32,0.86
meditating,0,0,0,0,0,1,2,2,1,2.7,6.24,2.8,5.79,7085.67,769.48,0.13,336.43,0.88,829.04,0.4,262.79,1
meditation,657,0,0,0,180,1,1,1,1,2.4,6.99,2.45,6.67,5878.89,736.28,-0.16,194.91,1,781.79,0.26,221.8,0.89
meditations,264,0,0,0,0,1,1,1,1,2.75,6.53,2.8,6.45,5704,768.67,-0.02,219.68,0.97,770,0.24,220.86,0.92
meditative,0,0,0,0,0,0,1,1,0,3,6.35,3.5,5.94,5050,883.69,0.51,333.25,0.94,890.77,0.71,222.92,0.85
medium,1,0,0,0,0,1,3,3,1,2.35,7.15,1.7,6.91,3367.2,591.85,-0.63,131.85,1,679.15,-0.28,240.43,1
mediums,0,0,0,0,0,0,1,8,0,2.8,7.15,2.45,7.45,2910.83,819.38,0.2,347.11,0.88,692.6,-0.1,175.94,1
medley,1,0,0,0,0,0,3,3,0,2.7,7.11,1.9,7.75,3878,748.1,-0.19,192.93,0.88,702.93,-0.3,264.75,1
meek,43,0,0,0,0,7,39,39,7,1.7,8.39,1,9.21,1772.33,724.57,-0.28,275.68,0.86,553.72,-0.63,110.5,0.96
meeker,10,0,0,0,0,1,11,11,1,1.95,6.64,1.65,7.14,4056,767.93,-0.07,188,0.45,674.96,-0.19,152.07,0.96
meekly,6,0,0,0,0,1,5,5,1,2.4,7.01,1.8,6.81,1900.2,802,-0.03,327.26,0.88,692.35,-0.38,206.07,1
meet,53,7,14,21,30,7,33,36,5,1.65,8.4,1,9.28,2716.33,599.38,-0.61,145.06,1,591.5,-0.64,242.73,1
meeting,19,0,0,2,6,1,22,22,0,1.9,6.86,1.35,8.17,6793.17,648.12,-0.46,210.4,1,655.69,-0.43,287.21,1
meetings,3,0,0,0,0,0,5,5,0,2.55,6.7,1.75,7.31,5917.14,705.24,-0.4,410.16,1,640.7,-0.48,123.54,1
meets,33,0,0,0,0,4,19,23,1,1.8,7.55,1.4,8.25,2719,633.09,-0.5,193.47,1,574.26,-0.71,78.35,1
megadeath,0,0,0,0,0,0,0,0,0,4.35,6.38,4.05,6.98,3291.88,1021.46,0.79,341.82,0.73,807.65,0.32,224.62,0.96
megahertz,0,0,0,0,0,0,0,0,0,4.55,6.71,4.8,6.64,3069.75,981.61,0.56,273.61,0.53,861.07,0.66,281.22,0.96
megalomania,12,0,0,0,0,0,0,0,0,5.05,5.3,5.55,5.43,3303.4,1090.83,1.42,388.53,0.43,1008.71,1.18,313.72,0.67
megalomaniac,2,0,0,0,0,0,0,0,0,5.45,5.37,6.3,5.13,3257.73,1143.12,1.1,418.78,0.61,994.38,1.16,321.02,0.72
megaphone,0,0,0,0,0,0,0,0,0,3.7,6.64,3.4,5.45,3038,747.84,-0.15,350.12,0.97,645.04,-0.32,114.94,1
megaton,0,0,0,0,0,0,0,0,0,2.85,7.51,3.55,5.66,4159,913,0.38,377.1,0.34,954.86,0.9,256.05,0.61
megatons,0,0,0,0,0,0,0,0,0,2.95,7.12,4.35,5.69,4154.86,1092.69,1.03,441.65,0.47,760.59,0.53,148.32,0.85
megawatt,0,0,0,0,0,0,0,0,0,3.9,6.21,3.8,4.88,2451.43,992.56,0.74,346.05,0.56,761.72,0.18,174.61,0.93
meiosis,12,0,0,0,0,0,0,0,0,2.95,6.8,2.7,6.29,3164,958.33,0.64,260.84,0.58,846.73,0.42,150.95,0.88
melancholy,0,0,0,0,0,0,0,0,0,4.8,6.1,4.9,5.82,3714.22,756.65,-0.06,228.16,0.94,794.31,0.18,190.96,1
melange,0,0,0,0,0,0,0,0,0,2.85,7.01,2.95,8.19,4938.67,839.84,0.52,263.9,0.56,829.07,0.47,321.89,0.52
meld,23,0,0,0,0,10,19,19,7,1.6,8.79,1.25,7.71,2572.33,803.86,0.23,303.96,0.65,622.72,-0.58,101.58,0.93
melee,1,0,0,0,0,0,9,9,0,2,7.49,1.75,8.65,3865,805.75,-0.04,169.01,0.23,824.06,0.47,172.96,0.75
mellow,12,0,0,0,2,4,10,10,4,1.85,7.2,1.55,7.95,3047,631.33,-0.51,170.42,1,592.82,-0.53,156.55,1
mellowed,1,0,0,0,0,3,4,4,3,2.5,6.18,1.8,7.37,3473.29,798.81,-0.03,337.55,0.93,662.81,-0.39,149.78,1
melodic,2,0,0,0,0,0,0,0,0,2.85,6.93,2.85,6.07,3214.67,751.17,0.03,310.8,0.77,765.91,0.3,237.84,0.88
melodies,0,0,0,0,0,0,1,1,0,2.8,6.83,2.65,6.17,4538.43,775.91,-0.09,343.94,0.94,683.59,-0.24,103.71,1
melodious,2,0,0,0,0,0,0,0,0,3.3,6.26,3.4,6.27,3220.88,802.34,0.26,275.54,0.85,821.05,0.34,263.47,0.88
melodrama,0,0,0,0,0,0,0,0,0,4.25,6.36,4.85,5.22,2924.25,782.28,0.15,240.38,0.88,764.32,0.03,193.28,1
melodramatic,54,0,0,0,0,0,0,0,0,5.55,5.67,5.45,5.7,4117.55,919,0.43,264.43,0.84,816.74,0.42,228.47,1
melody,0,0,0,0,0,0,1,1,0,2.6,7.16,2.15,6.17,2277.4,723.32,-0.3,272.21,0.97,596.19,-0.58,116.76,1
melon,5,0,0,0,2,4,6,6,1,1.95,7.92,1.85,7.34,4574.25,612.97,-0.63,127.45,0.97,617.96,-0.48,89.33,0.96
melt,10,0,1,1,1,10,17,17,8,1.35,8.43,1.2,7.93,2591,616.15,-0.61,239.26,0.97,603.43,-0.64,184.96,1
melted,1,0,0,0,0,4,5,5,4,1.9,6.45,1.9,6.55,4880.8,633.97,-0.58,188.25,1,587.36,-0.54,126.51,1
melting,3,0,0,0,0,5,6,6,4,1.85,7.01,1.9,6.39,6730.5,681.19,-0.52,233.75,0.94,547,-0.73,113.73,1
member,6,1,4,4,4,0,0,0,0,1.9,7.46,2.15,7.56,4254.6,613.12,-0.61,251.66,0.97,582.61,-0.66,120.68,0.97
members,2,0,0,0,0,0,0,0,0,2.4,6.75,2.6,7.3,4190,572.91,-0.67,118.79,0.97,586.04,-0.67,88.4,1
membership,0,0,0,0,0,0,0,0,0,4.15,6.2,3.95,6.79,3468.11,770,-0.17,363.33,0.97,612.46,-0.42,88.12,1
memberships,0,0,0,0,0,0,0,0,0,4.5,5.9,4.55,6.92,3195.8,690.28,-0.2,274.56,1,588.48,-0.54,103.06,1
membrane,0,0,0,0,0,0,0,0,0,3.35,6.26,3.5,7.54,3701,683.1,-0.34,223.45,0.94,666.62,-0.33,112.82,1
memento,2,0,0,0,0,0,0,0,0,2.6,7.42,2.7,5.94,4014.5,649.57,-0.29,218.06,0.72,808.38,0.1,365.31,0.96
mementos,0,0,0,0,0,0,0,8,0,2.7,6.97,3.2,6.33,3722.71,882.76,0.29,269.05,0.81,760.67,-0.01,294.82,0.92
memo,0,0,0,0,0,2,3,3,1,1.9,8.32,1.8,7.89,2418,658.39,-0.45,218.19,0.97,674.19,-0.25,298.34,0.96
memoir,0,0,0,0,0,0,0,0,0,2.65,7.37,3,7.36,1917.6,697.37,-0.25,215.17,0.79,700.42,-0.09,223.14,1
memoirs,0,0,0,0,0,0,0,0,0,2.7,6.62,3.4,7.45,2242.5,842.97,0.21,310.58,0.94,720.19,-0.09,224,0.96
memorabilia,3,0,0,0,0,0,0,0,0,4.85,5.42,5.75,5.93,3294.9,894.53,0.39,307.38,0.97,771.88,0.16,187.6,0.96
memorable,0,0,0,0,0,1,0,0,0,2.95,6.35,3.3,6.01,3644,706.24,-0.41,336.21,1,668.04,-0.32,197.91,0.96
memoranda,5,0,0,0,0,0,0,0,0,3.7,6.17,4.55,6.3,3764,953.45,0.63,334.95,0.69,816.04,0.28,288.08,0.96
memorandum,2,0,0,0,0,0,0,0,0,4.6,5.98,5.25,6.05,3453.78,807.37,0.24,278.52,0.88,808.26,0.19,163.59,0.88
memorial,15,0,0,1,3,0,1,1,0,2.75,6.67,2.9,6.67,3827.86,616.25,-0.54,147.19,1,710,-0.34,157.83,0.92
memorialize,1,0,0,0,0,0,0,0,0,3.25,5.1,3.75,5.81,3519.7,1006.63,0.67,480.42,0.93,747.38,0.27,194.98,0.54
memorialized,1,0,0,0,0,1,0,0,0,3.5,5.26,4.1,5.88,3934.64,905.36,0.58,359.88,0.89,787.94,0.46,199.5,0.72
memorials,2,0,0,0,0,0,0,0,0,3.2,6.51,3.35,6.46,3495.38,755.29,-0.08,268.99,0.91,814.96,0.39,350.76,0.93
memories,0,0,0,0,0,0,1,1,0,2.7,6.79,2.7,6.89,5062.86,703.65,-0.39,200.56,1,581.96,-0.71,92.27,1
memorize,0,0,0,0,0,0,1,1,0,2.65,5.33,2.6,5.7,3025.14,668.25,-0.36,241.95,0.97,590.39,-0.56,187.99,1
memorized,0,0,0,0,0,1,0,0,0,3.15,5.94,3.1,6.32,3657.5,686.09,-0.35,233.72,0.97,635.79,-0.43,164.64,1
memorizing,0,0,0,0,0,0,0,0,0,3.75,6.23,3.65,6.3,4874.11,785.71,-0.05,308.21,1,635.69,-0.46,126.38,1
memory,2,0,0,0,0,0,1,1,0,2.55,7.43,2.25,6.61,2684.8,624.85,-0.59,256.75,0.97,640.04,-0.45,116.14,1
memos,0,0,0,0,0,1,3,3,1,1.95,7.73,2.05,6.81,2306.5,655.56,-0.39,203.63,0.97,692.79,-0.28,284.47,1
men,41,0,0,0,13,25,40,40,20,1,9.26,1,9.6,5287,540.55,-0.84,160.74,0.97,579.87,-0.61,73.83,1
menace,2,0,0,0,2,1,3,3,0,2.1,7.53,1.95,7.56,3786,661.21,-0.3,197.68,0.97,680.8,-0.3,145.58,0.93
menaced,0,0,0,0,0,1,0,0,0,2.6,6.63,2.05,7.39,4502.33,803.18,0.09,423.44,1,688.36,-0.02,197.84,0.96
menacing,0,0,0,0,0,0,0,0,0,2.65,7.16,2.6,6.45,5912.57,773.97,0,243.34,0.91,695.16,-0.07,120.64,0.93
menagerie,0,0,0,0,0,0,0,0,0,3.75,6.88,4.35,6.99,5089.38,973.91,0.84,372.43,0.72,829.9,0.55,220.83,0.95
mend,38,0,0,0,0,13,20,20,10,1.3,8.8,1.2,8.63,4596.67,625.21,-0.5,216.63,0.97,606.04,-0.5,105.28,1
mendacious,16,0,0,0,0,0,0,0,0,3.75,5.51,3.7,5.97,3389.33,1270.86,1.09,590.96,0.45,942.53,0.98,247.25,0.71
mendacity,2,0,0,0,0,0,0,0,0,3.5,6.16,3.6,5.7,3098.88,880.63,0.36,293.91,0.25,996.67,0.82,426.69,0.65
mended,16,0,0,0,0,7,10,10,4,1.7,6.76,1.6,7.16,5350.2,753.38,-0.11,279.45,0.94,616.67,-0.39,124.18,0.96
mending,36,0,0,0,0,9,14,14,8,1.6,7.53,1.5,7.36,6814.17,771.06,-0.15,246.11,0.91,668.9,-0.36,124.43,1
menial,0,0,0,0,0,5,3,3,3,1.75,7.59,2.3,6.56,4399.2,877.64,0.38,261.45,0.65,772.38,0.09,222.65,0.91
meningitis,11,0,0,0,0,0,0,0,0,4.65,6.35,6.35,5.08,6373.44,958.77,0.61,396.73,0.81,831.14,0.69,255.98,0.96
menopause,0,0,0,0,0,0,0,0,0,4.15,6.47,3.05,7.32,3015,758.77,-0.03,193.07,0.94,676.35,-0.13,169.65,0.96
menstruate,0,0,0,0,0,0,0,0,0,3.9,5.43,3.95,5.98,4946.56,910.72,0.43,306.46,1,817.56,0.23,207.17,1
menstruation,657,0,0,0,0,0,0,0,0,3.75,6.65,4.1,6.23,5247.36,893.33,0.39,424.49,0.97,857.95,0.5,270.24,0.88
mental,30,0,2,6,16,3,8,13,2,1.8,6.8,1.5,8.14,5088.2,599.74,-0.7,132.61,1,587.96,-0.69,120.58,1
mentality,30,0,0,0,4,0,0,0,0,2.7,6.29,3,6,4549,808.8,-0.01,321.04,1,723.95,0.05,268.1,0.74
mentally,10,0,0,0,4,1,0,0,0,2.75,7.76,2.1,8.16,4744.29,660.67,-0.38,204.53,0.97,642.46,-0.38,73.6,0.96
menthol,0,0,0,0,0,0,0,0,0,2.75,7.42,2.9,7.24,3924.67,675.82,-0.36,141.46,1,736.38,-0.03,194.11,0.92
mention,23,0,2,10,12,0,4,4,0,2.4,7.52,1.75,8.57,6279,730.21,-0.3,317.45,0.94,581.77,-0.64,130.27,1
mentioned,0,0,0,0,0,0,1,1,0,2.9,6.76,2.35,7.3,6365.38,663.65,-0.37,294.7,0.97,683.85,-0.25,200.19,1
mentioning,0,0,0,0,0,0,1,1,0,3.35,6.64,2.65,6.23,7132.33,827.74,-0.03,315.86,0.94,671.41,-0.2,124.13,1
mentions,12,0,0,0,0,0,6,6,0,2.55,7.56,1.8,7.74,5972,642.51,-0.47,214.09,1,685.88,-0.09,188.21,0.96
mentor,1,0,0,0,0,0,1,1,0,2,8.52,2.8,7.72,4787.4,717.42,-0.32,339.73,1,585.74,-0.63,86.65,1
menu,1,0,0,0,1,2,1,1,0,1.85,8.65,2.35,8.52,3709.67,626.94,-0.52,303.71,0.97,599.77,-0.59,72.21,1
menus,0,0,0,0,0,6,1,1,0,1.8,7.94,2.8,7.41,3545,719.17,-0.21,223.97,0.88,782.48,-0.03,247.39,0.84
meow,33,0,0,0,0,0,8,11,0,1.9,8.55,2,8.98,1733.67,647.39,-0.41,205.97,0.91,642.92,-0.49,156.22,0.96
mercantile,0,0,0,0,0,0,0,0,0,3.75,6.09,4.5,6.51,5873.78,820.5,0.13,301.21,0.65,823.13,0.59,194.89,0.85
mercenaries,0,0,0,0,0,0,0,0,0,4.35,5.76,4.55,5.54,5917.6,894.04,0.35,309.85,0.81,861.59,0.41,258.1,0.88
mercenary,0,0,0,0,0,0,0,0,0,3.75,6.92,3.8,6.56,4645,861.48,0.4,314.73,0.85,843.19,0.47,272.88,0.96
mercer,2,0,0,0,0,2,7,7,1,1.9,7.23,1.8,6.9,6653.4,811.96,0.21,256.09,0.74,662.17,-0.26,123.19,0.92
merchandise,0,0,0,0,0,0,0,0,0,4.2,6.04,5.25,5.93,4710.8,731.5,-0.22,217.84,1,672.22,-0.24,157.36,1
merchandising,0,0,0,0,0,0,0,0,0,5.4,6.67,6.05,5.72,5798.75,808.63,0.32,283.63,0.97,777.85,0.25,226.93,0.96
merchant,0,0,0,0,0,0,0,0,0,2.85,6.61,3,7.47,5131,723.71,-0.39,351.3,0.97,608.38,-0.46,82.23,1
merchants,0,0,0,0,0,0,0,0,0,3.25,6.62,3.55,7.21,4830.5,726.73,-0.39,238.78,0.97,670.48,-0.29,195.58,1
merciful,0,0,0,0,0,0,0,0,0,3.75,6.37,3.5,6.62,3340.14,770.45,-0.08,247.61,0.94,659.2,-0.17,134.49,0.96
mercifully,0,0,0,0,0,0,0,0,0,3.85,6.22,3.8,5.48,3461.11,797,-0.04,281.64,0.97,722.35,-0.02,128.97,0.93
merciless,0,0,0,0,0,0,0,0,0,3.45,5.78,3.25,5.93,5684.63,839.33,0.04,452.51,0.97,756.39,0.27,254.93,0.85
mercilessly,0,0,0,0,0,0,0,0,0,4.25,5.2,4.1,5.03,5047,774.43,0,267.16,0.8,841.74,0.32,308.13,0.85
mercurial,0,0,0,0,0,0,0,0,0,3.85,6.12,4.7,6.15,4484.13,924.43,0.67,484.76,0.42,768.81,0.35,198.17,0.64
mercy,3,0,0,0,0,3,12,12,1,1.95,8.02,1.9,7.22,4427.25,606.31,-0.59,171.53,1,639.96,-0.45,131.47,0.96
mere,75,0,0,22,35,10,52,52,6,1.65,8.47,1,8.8,8268,727.72,-0.12,225.54,0.85,662.04,-0.3,144.06,0.88
merely,8,0,2,2,4,0,4,4,0,2,7.09,1.85,7.51,6473.8,689.5,-0.31,215.48,0.97,745.21,0.06,158.43,0.92
merge,12,0,0,0,8,5,12,12,3,1.6,7.94,1.6,7.54,4876.5,652.47,-0.4,200.6,1,657.68,-0.4,139.27,1
merged,10,0,0,0,0,2,3,3,1,1.8,6.61,1.9,7.15,5518,731.34,-0.28,222.23,0.97,599.69,-0.55,106.02,1
merger,1,0,0,0,0,7,9,9,4,1.7,7.21,1.9,6.62,6531,685.76,-0.31,192.35,1,645.07,-0.26,114.12,1
mergers,1,0,0,0,0,2,8,8,2,2.05,6.94,2.3,6.1,6087,796.72,-0.04,421.67,0.88,652.41,-0.39,176.35,0.96
merges,5,0,0,0,0,3,6,6,1,1.7,7.08,2,6.49,6448.4,707.68,-0.32,285.29,0.85,622.92,-0.5,116.99,1
merging,8,0,0,0,0,0,2,2,0,1.95,7.02,2.25,6.76,6974.33,713.03,-0.34,289.47,0.97,613.21,-0.54,116.03,1
meridian,2,0,0,0,0,0,0,0,0,3,6.99,3.35,6.84,5383.86,783.76,0.17,231.9,0.97,738.15,0.13,211.87,1
merit,7,0,0,1,1,0,3,8,0,1.95,7.73,1.9,7.58,6691.75,659.58,-0.43,199.72,1,610.33,-0.5,87,1
merited,0,0,0,0,0,0,1,1,0,2.55,6.95,2.5,6.66,7233,802.19,0.12,266.41,0.79,797.16,0.27,218.28,0.96
meritorious,5,0,0,0,0,0,0,0,0,4.1,5.96,4,5.82,5181.2,1072.13,1.17,317.57,0.27,1048.18,1.31,431.05,0.52
merits,7,0,0,0,0,0,1,1,0,2.1,7.23,2,6.92,5898.8,729.23,-0.27,310.75,0.94,688.25,-0.12,156.43,1
mermaid,0,0,0,0,0,0,1,1,0,2.9,7.07,2.75,7.02,4067,652.22,-0.34,207.65,1,731.3,-0.2,259,1
merman,0,0,0,0,0,4,0,0,0,2.05,7.45,2.75,7.25,5677.8,899.71,0.45,376.73,0.44,774.05,0.18,170.69,0.8
merrily,12,0,0,0,0,1,5,5,0,2.65,6.58,1.8,7.14,5130.33,832.61,-0.03,484.32,0.91,670.35,-0.16,124.96,0.96
merry,35,0,0,0,0,10,30,34,8,1.7,8.07,1.15,8.78,4671.5,759.18,-0.24,401.79,0.97,663.41,-0.27,166.75,0.96
mesa,0,0,0,0,0,2,3,3,0,1.9,8.74,1.95,8.63,5904,745.67,-0.07,187.46,0.53,721.62,-0.1,218.52,0.96
mesh,7,0,0,0,3,4,9,9,3,1.8,8.52,1.6,9.05,6256.33,651.61,-0.45,162.22,0.97,604.5,-0.53,158.09,0.96
mesmerize,0,0,0,0,0,0,0,0,0,3.5,5.43,3.45,5.81,5294.13,843.41,0.19,446.76,0.87,726.79,0.05,172.83,1
mesmerized,0,0,0,0,0,1,0,0,0,3.65,5.91,3.8,6.26,5604.11,907.67,0.36,293.43,0.94,767.71,0.1,258.75,1
mess,57,0,0,17,27,15,31,31,12,1.5,8.23,1,8.85,6637.33,615.41,-0.6,256.07,1,594.41,-0.59,136.81,1
message,0,0,0,0,0,1,1,1,0,2.7,6.92,2.7,7.91,4232.33,602.58,-0.64,180.71,0.97,634.12,-0.53,130.49,0.96
messages,0,0,0,0,0,1,0,0,0,2.75,6.8,2.85,7.71,5447.14,822.86,-0.14,464.36,0.88,618.07,-0.4,136.57,1
messed,69,0,0,0,0,5,29,29,4,1.85,7.16,1,9.59,6399.8,678.35,-0.47,299.28,0.94,622.21,-0.45,127.68,1
messenger,0,0,0,0,0,0,0,0,0,3.35,6.09,3.55,7.86,6911,596.76,-0.59,186.64,0.97,608.89,-0.55,85.04,0.96
messengers,0,0,0,0,0,0,0,0,0,3.5,6.55,3.6,7.4,6572.78,798.7,0.06,334.79,0.97,667.52,-0.26,118.82,0.96
messes,17,0,0,0,0,9,16,16,7,1.85,7.27,1.85,7.65,7330.2,759.54,-0.25,212.85,0.73,662.07,-0.34,181.65,0.96
messing,28,0,0,0,0,6,7,7,5,1.9,7.03,1.85,7.37,7732,727.23,-0.32,284.35,0.94,549.89,-0.68,102.4,1
messy,6,0,0,0,1,4,15,15,4,1.85,6.93,1.65,8.35,5077,597.84,-0.54,122.71,1,570.93,-0.61,94.62,1
met,70,0,0,0,0,20,33,33,16,1,10.14,1,9.53,3181.5,642.13,-0.52,244.28,1,603.81,-0.64,85.47,0.96
